CookerStat, GenerateAssetRegistry=0.027459, Initialize=0.141803, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_F6__942E4D7C615DB8438375B8E554FBA22ABC018F03, StartTime=2016.04.05-16.35.13, HierarchicalDDC=, DataSize=67061, Duration=14.487319, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_590, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_590BC3544347838F7B0F8C997C50C41__619743FF40B7890907C2F2DB5AA4A89E64BB3F6E, StartTime=2016.04.05-18.20.15, HierarchicalDDC=, DataSize=11798, Duration=6.605338, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_587, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_942DA6974307DEE8745E9E80B93F9B6__65A8F2EA780C99256DE74410E947DC418D161818, StartTime=2016.04.05-18.20.15, HierarchicalDDC=, DataSize=11798, Duration=7.201649, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_517, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FCF113C14B1CB75F35E0E38C4CA9756__43E9F57A22AA7A0CCF773C3FAB98415817832081, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.054519, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_591, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_18C5743843D7F7D0FE07C6B5926400B__CD45227FCB5767C80C9D4782ED0B353B17F145BF, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.301239, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_588, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_43E9AC744C3FBD4C1710188BB3C908B__7962282C43F124EDCA9C101C466524C3D59FBDB0, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=5.200006, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_518, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0AA540BB4F8A57113C13A98DECD79E2__9F146515CC8B3A217C359087B70B369296F07BC0, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=8.946735, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_589, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_022FF0CC48B7CE66014977BAE086D38__966D8B88DF646C3A87612F915355788954FFDF27, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.358206, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_592, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1422365541F922B06C235DA0114E1B8__6C0095CCDFC9ACB9CF82C4A852053E1A6A2E2C33, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.563535, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_519, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4988E6F941109F671C4A2B9200068FF__B256ECAE5EF85FD2B47882F23D95B2A110DCC91A, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.140994, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_590, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_49E925CF43FEB953F17AEF80AECADCD__46066C6CCCE42564FBDD4E5F3C88DBDA90FE3D83, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.028699, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_593, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9C47829B4D8839D88619379133DE716__143B5C55C7174B1E060E6BED6B451A7FA96FB46C, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=5.022139, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_591, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2A078A214292D1A3578500A1EB9E772__879ADD67CA9EACF543ABE1BC68508FF7A812DFA2, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.145092, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_520, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_08CA8F1B458511F3CEDC40BFDE9B92B__3CBD56C7B147385BA15B8D9404348DCF8FC8F815, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.244274, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_594, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BA7C140046816323F40EF28FD06ECFD__7691644494EF92B125C3EE7035DA582271E598EA, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.191813, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_592, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_67D5BBA84E97077A2E64EE8D4534720__B3F6AE016A84CD2FD0C60E5820158EEE294C6228, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.625831, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_521, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A24153254CE2C2CCF65E509DA471C66__EBB0DA885D423A586E57BEC4EE4CCE276C06DD5D, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=8.309439, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_593, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A3A2689447BA664969B737914B351CF__CDFAFAC73A75ACAE4C11D87CC42892803A093B9A, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.157797, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_595, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_ED9362CF4D74E2574B2DBC9B24B3784__61BE562C66A92989C2D9D7321D21ACFC0CD534EA, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.404109, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_522, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E640D4CA44E4B1A6D07B5BBA9DDC6F6__BA6DA52894C8F04CB98E9D1267A1F86CFEBA3984, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=5.615581, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_594, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2A28D3994F05C0A6023DE895F26EE2C__0081D5839F817811695E40B230C43424239C39F3, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.611897, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_596, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0C202D21480670CC095B08B351684A8__531485CB6736769611BC66A705F4A9CAFA5B5A13, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.521734, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_595, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0EBD125F476A0FC7D0B70597381E63D__320318DD0FCB4D66849DC3BF3DE034FB200D3595, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=5.148779, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_523, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2C68611D4164B30C8039528480DD067__82ED62840634463B67BEFE6A2B41A07F33C24385, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.590173, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_597, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_55226E9B4558CB5C0A73BC82C52CB98__38C6D27354BE75F36910642AFF7BCFB73D7817C7, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.546322, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_596, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1DB8254A435F3D1AA31D5FAE797D450__F927A40C4799F7089B9F39E59AE535B4EBF66A43, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.138125, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_524, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7ECB5FB64B1BD00246D929AA8146A3D__529200A0D65F512FB84A3E7DF2F3AB352AEE9F65, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.899601, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_597, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C417DAE0431354F397422DB45046610__582CBAE0464877ABF669860A458F25F27E5CBA17, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.745504, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_598, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D47561324EC97833D85CDF96AD038CE__609628DF2AB6F3FEE5DF63A65C15C66957A8834B, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=5.942222, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_525, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DAD7266E4C2217A110702DB6A13D34E__7860FF45FFB93A8468C73374198050C3786DBF7E, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.184027, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_598, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D83F31454831646A9733BABA2BDAB20__1EEF029596AFAD6F516F2B9A3782B64661D2DFB7, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=5.985256, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_599, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A1D8940F4E358F13B591858B855E122__CD7770C97A660C47F64C5ABCDBED58F0CFA28B60, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=4.775826, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_599, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_94DB30C345349B433FEBFB8D538B532__1377FE8E5475B09B97EEA2C188CC516F5E00645E, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.494686, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_526, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B93BDE1C4FE60375A77C83910C70660__8FA48E34785666BB1221ABE0E29925F33FC7187B, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.725423, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_600, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_93BDC2A742E26F07333F92A30DCA62A__D1352CFE8F983AD910911EC91265F2CEDA2ABAC0, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=8.066818, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_600, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_CA4D25B341487F5C9884A894A3ED3AA__E95987AC25F1393BA8A904B482143C0E0E4A3AD5, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.605750, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_527, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_69221A69433CD5FE1F0D69A121EBDB8__FAD77EC78546982C4E36A8330856CFF6354E70E5, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=5.936075, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_601, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_78EE9D5A4F88EEE6F7D4EAACFA22C0A__D98E1F091A024459CF010E744F2A579E5AFA150A, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.437715, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_601, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6A33770645118772B8D4AD8B5603801__79A5E60DD9AD978881E6A0A6378C71C8090873CF, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=8.061077, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_528, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E416324E41308A6503A3B5ABB80E35C__F801569FA4C434789073DE43DFD9D0A7CF3810A9, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.699605, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_602, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A95115FC44695A8CEC919DB260D8478__88B38D841AED5908594F0878504DDC59AE09D8F0, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=7.020503, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_602, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C1FB5BE94C8DB299F2571998CFDD21B__24F08A2C899E4068419CBFDF23154C9A64238962, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=8.548785, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_603, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6A6859C44466436BC8BAD7B900104AD__6C2988769501889CB1AF5B7D31C397F70A445941, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=5.074188, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_529, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9608925946D2BAB8DD39DD9901515CF__8BC213B68A1E50198BF736D38E365B456EDD7A2A, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.175831, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_603, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7090982D4C2B231C0A4650A4158709B__71681E611039FADCDD429C74B992AB0F4C23B319, StartTime=2016.04.05-18.20.16, HierarchicalDDC=, DataSize=11798, Duration=6.734028, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_530, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_97F6ECAD44BCF758C51C17AAD7C2874__1E31458EE9A3F3E4B59B087238B2E10453A297FE, StartTime=2016.04.05-18.20.17, HierarchicalDDC=, DataSize=11798, Duration=7.568862, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_604, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_53BFE0DA45566080B212A7980C48D8F__6D63F84242B3A9EB27B720E803912A2B60C96387, StartTime=2016.04.05-18.20.17, HierarchicalDDC=, DataSize=11798, Duration=6.965585, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_604, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1CD3F9304D21C222F47B4C940DF3621__66F1A983ABA6F93878FADA4CCDC22D104D6D411F, StartTime=2016.04.05-18.20.17, HierarchicalDDC=, DataSize=11798, Duration=6.189764, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_531, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_91EF6B664E60D7B166683381E8AE500__5471148CEED782D1EBA0F768B509E556AB70FF71, StartTime=2016.04.05-18.20.17, HierarchicalDDC=, DataSize=11798, Duration=7.852882, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_605, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_AC7D5A694364952C1F9BFCA5D2FD390__C2891006B2F66728ABBAC35C38167D4E23971CC0, StartTime=2016.04.05-18.20.17, HierarchicalDDC=, DataSize=11798, Duration=5.997550, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_605, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_24FCA3454D786D84A5FD9BA83E6159C__0F24DB2E312DE592C4AA76E94BFF14769C178B87, StartTime=2016.04.05-18.20.17, HierarchicalDDC=, DataSize=11798, Duration=8.595098, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_532, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_48A02B8A494647F57A0F3E8C9C14379__084C7BAD7F31895665B70B3F799A997E2DD957F0, StartTime=2016.04.05-18.20.17, HierarchicalDDC=, DataSize=11798, Duration=7.594686, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_606, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A69D1D95477502EB4C6E9DA58F46FBD__F8C535C5223713769B2A5A061224EA665442FE04, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=7.925425, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_606, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3D10CC1A448A2FDA7C1A6E8F5C04AD8__6486C5969EFC578C79DD637F63C31AFF80F30EDD, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=5.598370, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_607, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_16D74DC94166E8E094ACF1BB9B7B038__DBE43A04F8DFA8F513FD5C84ED3CB13CD435453E, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=6.499599, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_533, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A6D6030847F2B57A5485CA95EA485B8__DF719A594EFF71DF43CA2495D16974234ED140A0, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=5.484436, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_607, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_87EDB8FF4B92627F9F2F4AADD1FC4FD__67519264587D8D4FF83A0AF7B617F5D6280EF758, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=8.065589, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_534, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_95C482844A33C59B5E4FE587BB8FFFA__660EF89AA3645785FA620273695AE4B78CB5C17E, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=6.315581, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_608, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4D20F8F345ACB03D781DE386208F0CF__C34E615F925FAF6A32ED3B5C60B7850EE3F5537D, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=6.859437, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_608, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_43B8394744EE497E5CBCC8A43778E54__7944E33A4F1B7C349D48B39EC4CCBDED5E8BBC18, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=7.173780, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_535, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BA46D29F47ED63FB40EE9E96A08CACF__6C17B53A679F92FCA4AEE62414F284EE01EA3FD8, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=5.506154, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionIdE35F68AB4572B2B9C7B550B58B0193A0_609, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E0F4136340995F615D8B25B586102CD__8C878222A516996E7BE263060995A356D28534E3, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=7.338539, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_536, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A62ED52B4190FE479352DEAD4F2A26E__D9282C09CF5DBB3AD8B912726AFE59AB11A6D752, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=6.233208, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId7923AD8C492EBA0A3B6088B058A8E60C_537, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E66079D349B58279A2BACCAD187820D__D931C2CC7589DCCE2FC3C52FAD63A93F04F32954, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=7.096320, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
DDCTransactionId34BF6E3E438279F968EDB68E59AC2ABE_609, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A24CF8E540A0127A3FB4B2B27BF09EC__9733B55775220B9B96467382234EA9C7AF8145C8, StartTime=2016.04.05-18.20.18, HierarchicalDDC=, DataSize=11798, Duration=6.195095, RunGuid=RunID7E5ABCD24589DD19441423A46FD9BFED
